budget,genres,homepage,id,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
400000,"[{""id"": 18, ""name"": ""Drama""}]",http://extremelyloudandincrediblyclose.warnerbros.com/,64685,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2849, ""name"": ""key""}, {""id"": 8783, ""name"": ""scavenger hunt""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 40934, ""name"": ""tambourine""}, {""id"": 40936, ""name"": ""lock""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 214463, ""name"": ""post 9/11""}]","A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",31.066874,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24/12/2011,55247881,129,Extremely Loud & Incredibly Close,6.9,708
400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonypictures.com/movies/rent/,1833,"[{""id"": 237, ""name"": ""gay""}, {""id"": 572, ""name"": ""sex""}, {""id"": 740, ""name"": ""aids""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9766, ""name"": ""hiv""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 12532, ""name"": ""african american""}, {""id"": 155482, ""name"": ""rock opera""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 165770, ""name"": ""hiv positive""}, {""id"": 165787, ""name"": ""home movie""}, {""id"": 165798, ""name"": ""mugging""}, {""id"": 165803, ""name"": ""telephone call \u00a0""}, {""id"": 199856, ""name"": ""lower east side""}]","This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York. The story centers around Mark and Roger, two roommates. While a former tragedy has made Roger numb to life, Mark tries to capture it through his attempts to make a film. In the year that follows, the group deals with love, loss, AIDS, and modern day life.",10.433667,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23/11/2005,31670620,135,Rent,6.7,155
400000,"[{""id"": 27, ""name"": ""Horror""}]",http://www.thereapingmovie.com,1683,"[{""id"": 1261, ""name"": ""river""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 5705, ""name"": ""grasshopper""}, {""id"": 6150, ""name"": ""faith""}]","Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",13.445697,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Eyetronics"", ""id"": 15763}, {""name"": ""Chime Films"", ""id"": 19965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05/04/2007,62771059,99,The Reaping,5.4,205
400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.everybodyloveswhales.com/,78698,"[{""id"": 4676, ""name"": ""whale""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 191652, ""name"": ""greenpeace""}, {""id"": 216921, ""name"": ""animal protection""}]","Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose.",8.303696,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02/02/2012,24719215,107,Big Miracle,6.6,152
330000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.pandorummovie.com/,19898,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10364, ""name"": ""mission""}]","Two crew members wake up on an abandoned spacecraft with no idea who they are, how long they've been asleep, or what their mission is. The two soon discover they're actually not alone – and the reality of their situation is more horrifying than they could have imagined.",28.353517,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",08/09/2009,20645327,108,Pandorum,6.5,774
200000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.disturbia.com/,8271,"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 6517, ""name"": ""young people""}]","Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",31.690456,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cold Spring Pictures"", ""id"": 2363}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/04/2007,117760134,105,Disturbia,6.6,1006
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thehuntingpartymovie.com/,5353,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 470, ""name"": ""spy""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 4853, ""name"": ""war victim""}, {""id"": 5299, ""name"": ""war correspondent""}, {""id"": 6091, ""name"": ""war""}, {""id"": 7202, ""name"": ""balkan war""}, {""id"": 7492, ""name"": ""serbia""}]","An emerging journalist (Jesse Eisenberg), an experienced cameraman (Terrence Howard), and a discredited reporter (Richard Gere) find their bold plan to capture Bosnia's top war criminal quickly spiraling out of control when a UN representative mistakes them for a CIA hit squad in a light-hearted thriller inspired by Scott Anderson's popular Esquire article. The Weinstein Company provides stateside",8.048305,"[{""name"": ""Intermedia Films"", ""id"": 763}]","[{""iso_3166_1"": ""BA"", ""name"": ""Bosnia and Herzegovina""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03/09/2007,0,101,The Hunting Party,6.6,96
392000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://snowpiercer-film.com/,110415,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1501, ""name"": ""allegory""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9862, ""name"": ""dam""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 162845, ""name"": ""revolt""}, {""id"": 178993, ""name"": ""duplicity""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 192311, ""name"": ""social class""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 213921, ""name"": ""perpetual winter""}, {""id"": 213987, ""name"": ""city ruin""}]","In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",64.238688,"[{""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Opus Pictures"", ""id"": 7270}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""SnowPiercer"", ""id"": 21122}, {""name"": ""Moho Film"", ""id"": 34725}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01/08/2013,86758912,126,Snowpiercer,6.7,2854
0,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.becauseisaidsomovie.com/index_intro.htm,1257,"[{""id"": 456, ""name"": ""mother""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1189, ""name"": ""profession""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 5444, ""name"": ""lonely hearts ad""}, {""id"": 5458, ""name"": ""men""}, {""id"": 6098, ""name"": ""clothing""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 33479, ""name"": ""single father""}]","In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.",18.678415,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02/02/2007,69485490,102,Because I Said So,5.8,191
390000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/frankenweenie-2012,62214,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]","When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",27.908783,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04/10/2012,35287788,87,Frankenweenie,6.6,932
803410,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",http://www.redclifffilm.com,12289,"[{""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 158468, ""name"": ""chinese history""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 158471, ""name"": ""carrier pigeon""}, {""id"": 158474, ""name"": ""spear throwing""}, {""id"": 158477, ""name"": ""wall of fire""}, {""id"": 158478, ""name"": ""white dove""}, {""id"": 158480, ""name"": ""casualty of war""}, {""id"": 158482, ""name"": ""arrow in back""}, {""id"": 158487, ""name"": ""chinese tradition""}, {""id"": 158488, ""name"": ""chinese painting""}, {""id"": 158489, ""name"": ""broken arrow""}]","In the early third century, the land of Wu is invaded by the warlord Cao Cao and his million soldiers. The ruler of Wu, Sun Quan, calls on the rival warlord Liu Bei for help, but their two armies are still badly outnumbered. However, the Wu strategist Zhou Yu sees that Cao Cao's army is unused to battling on the sea, which may just give them a chance if they can exploit this weakness properly.",14.8375,"[{""name"": ""Metropolitan Filmexport"", ""id"": 656}, {""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Showbox"", ""id"": 3491}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",10/07/2008,127814609,150,Red Cliff,7.1,205
380000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://waterforelephantsfilm.com/,55787,"[{""id"": 3199, ""name"": ""clown""}, {""id"": 14613, ""name"": ""elephant trainer""}, {""id"": 34134, ""name"": ""veterinary""}]","In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",16.801218,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Flashpoint Entertainment"", ""id"": 7717}, {""name"": ""Big Screen Productions"", ""id"": 10893}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/03/2011,114156230,120,Water for Elephants,6.7,850
550000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.cityofember.com/,13600,"[{""id"": 1001, ""name"": ""underground world""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9228, ""name"": ""puzzle""}, {""id"": 163190, ""name"": ""box""}, {""id"": 185269, ""name"": ""pipeworks""}]","For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker. Now, two teenagers, in a race against time, must search Ember for clues that will unlock the ancient mystery of the city's existence, before the the lights go out forever.",23.465539,"[{""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Walden Media"", ""id"": 10221}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07/10/2008,17869048,90,City of Ember,6.2,605
370000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://thetownmovie.warnerbros.com/,23168,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1546, ""name"": ""ambulance""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 1700, ""name"": ""massachusetts""}, {""id"": 1929, ""name"": ""bank manager""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2778, ""name"": ""florist""}, {""id"": 2779, ""name"": ""flower shop""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 8054, ""name"": ""volunteer""}, {""id"": 8627, ""name"": ""stolen money""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 10847, ""name"": ""boston garden""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 155726, ""name"": ""fenway park""}]","Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",24.218358,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/09/2010,154026136,125,The Town,7,1468
370000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.magnoliamovie.com/,334,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 802, ""name"": ""regret""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3817, ""name"": ""chance""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 163976, ""name"": ""reconciliation""}]","An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",30.993736,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""The Magnolia Project"", ""id"": 179}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/12/1999,48451803,188,Magnolia,7.5,825
300000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://copoutmovie.warnerbros.com/dvd/,23742,"[{""id"": 242, ""name"": ""new york""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6149, ""name"": ""police""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11459, ""name"": ""locked in trunk of car""}, {""id"": 11460, ""name"": ""baseball card""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites – especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time, and without any backup – except for each other.",25.825771,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26/02/2010,55583804,107,Cop Out,5.3,511
370000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.twilightthemovie.com,8966,"[{""id"": 815, ""name"": ""soulmates""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 14782, ""name"": ""trust""}, {""id"": 33513, ""name"": ""desire""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 212760, ""name"": ""interspecies romance""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 231407, ""name"": ""fang vamp""}]","When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",127.084938,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""Twilight Productions"", ""id"": 57750}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20/11/2008,392616625,122,Twilight,5.8,3561
370000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://werethemillers.warnerbros.com,138832,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 13037, ""name"": ""drug smuggling""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18035, ""name"": ""family""}]",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,100.348805,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Newman/Tooley Films"", ""id"": 16791}, {""name"": ""Vincent Newman Entertainment"", ""id"": 17929}, {""name"": ""Slap Happy Productions (II)"", ""id"": 31073}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07/08/2013,269994119,110,We're the Millers,6.8,2972
360000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/,36670,"[{""id"": 282, ""name"": ""video game""}, {""id"": 470, ""name"": ""spy""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 6731, ""name"": ""british""}, {""id"": 10261, ""name"": ""stealing""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 155334, ""name"": ""scuba""}, {""id"": 156095, ""name"": ""british secret service""}]","James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.",23.380757,"[{""name"": ""PSO International"", ""id"": 427}, {""name"": ""TaliaFilm II Productions"", ""id"": 67984}, {""name"": ""Woodcote"", ""id"": 67985}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07/10/1983,160000000,134,Never Say Never Again,5.8,338
370000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://whatdoyoubelieve.warnerbros.com/,48171,"[{""id"": 716, ""name"": ""vatican""}, {""id"": 8608, ""name"": ""violinist""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 17986, ""name"": ""miscarriage""}, {""id"": 159940, ""name"": ""exorcist""}, {""id"": 170577, ""name"": ""roman catholic""}, {""id"": 172232, ""name"": ""seminary""}, {""id"": 172240, ""name"": ""limp""}, {""id"": 172242, ""name"": ""toad""}, {""id"": 172246, ""name"": ""clergy""}, {""id"": 172248, ""name"": ""formalin""}, {""id"": 172251, ""name"": ""walking cane""}]","Seminary student Michael Kovak (Colin O'Donoghue) reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest, Father Lucas (Anthony Hopkins), who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",11.492474,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Hungarian National Film Office"", ""id"": 17336}, {""name"": ""Lazio Film Commission"", ""id"": 20419}, {""name"": ""Rome Film Commission"", ""id"": 21211}, {""name"": ""Italian Tax Credit"", ""id"": 21212}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",28/01/2011,96047633,114,The Rite,5.8,556
290000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.theblindsidemovie.com/,22881,"[{""id"": 579, ""name"": ""american football""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2470, ""name"": ""education""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",25.767395,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Left Tackle Pictures"", ""id"": 12193}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20/11/2009,309208309,129,The Blind Side,7.2,1597
350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",http://horriblebossesmovie.warnerbros.com/index.html,51540,"[{""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 5812, ""name"": ""bad boss""}, {""id"": 6021, ""name"": ""employee""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 41158, ""name"": ""stakeout""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",50.309843,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Rat Entertainment"", ""id"": 12007}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/07/2011,117000000,98,Horrible Bosses,6.5,2277
380000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",http://www.truegritmovie.com/,44264,"[{""id"": 1872, ""name"": ""loss of father""}, {""id"": 2123, ""name"": ""father murder""}, {""id"": 5901, ""name"": ""texas ranger""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10085, ""name"": ""betrayal""}]","Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",49.292384,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Skydance Productions"", ""id"": 6277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/12/2010,252276927,110,True Grit,7.2,1668
